,block_num,tx_time,tx_from,tx_to,tx_amount,tx_fee,account_value
0xdc0c...d7bee4,37513100,"Sep 03, 2020  23:21:07  /  UTC+9",0xdc0c...d7bee4,0x2968...c4e5a8,-1121,0.000775,150618403.0
0x911c...817f3a,37513354,"Sep 03, 2020  23:25:21  /  UTC+9",0x911c...817f3a,0x2968...c4e5a8,10,0.000775,150618413.0
0x4630...d6f685,37513750,"Sep 03, 2020  23:31:57  /  UTC+9",0x4630...d6f685,0x2968...c4e5a8,-3500,0.000775,150657863.0
0xde76...670f65,37513620,"Sep 03, 2020  23:29:47  /  UTC+9",0xde76...670f65,0x2968...c4e5a8,44263,0.000775,150657863.0
0xd95c...dfda84,37513488,"Sep 03, 2020  23:27:35  /  UTC+9",0xd95c...dfda84,0x2968...c4e5a8,-5663,0.000775,150657863.0
0xd4fd...da3120,37513487,"Sep 03, 2020  23:27:34  /  UTC+9",0xd4fd...da3120,0x2968...c4e5a8,4350,0.000775,150657863.0
0xc8af...638088,37513943,"Sep 03, 2020  23:35:10  /  UTC+9",0xc8af...638088,0x2968...c4e5a8,1000,0.000775,150637452.0
0xc36b...f8f4dc,37513900,"Sep 03, 2020  23:34:27  /  UTC+9",0xc36b...f8f4dc,0x2968...c4e5a8,-21410,0.000775,150637452.0
0x778a...14b1c6,37514464,"Sep 03, 2020  23:43:51  /  UTC+9",0x778a...14b1c6,0x2968...c4e5a8,50,0.000775,150645502.0
0x8563...a5a1f2,37514460,"Sep 03, 2020  23:43:47  /  UTC+9",0x8563...a5a1f2,0x2968...c4e5a8,8000,0.000775,150645502.0
0xc926...6c83db,37514535,"Sep 03, 2020  23:45:02  /  UTC+9",0xc926...6c83db,0x2968...c4e5a8,101,0.000775,150645604.0
0xb23f...5821c9,37515547,"Sep 04, 2020  00:01:54  /  UTC+9",0xb23f...5821c9,0x2968...c4e5a8,-100000,0.000775,150545604.0
0x4a69...ed1184,37515819,"Sep 04, 2020  00:06:26  /  UTC+9",0x4a69...ed1184,0x2968...c4e5a8,-100000,0.000775,150445088.0
0x7377...739b30,37515680,"Sep 04, 2020  00:04:07  /  UTC+9",0x7377...739b30,0x2968...c4e5a8,-525,0.000775,150445088.0
0xcb59...7eb863,37515618,"Sep 04, 2020  00:03:05  /  UTC+9",0xcb59...7eb863,0x2968...c4e5a8,9,0.000775,150445088.0
0xab6a...7acde3,37515983,"Sep 04, 2020  00:09:10  /  UTC+9",0xab6a...7acde3,0x2968...c4e5a8,-21410,0.000775,150414918.0
0x681b...b50e7e,37515971,"Sep 04, 2020  00:08:58  /  UTC+9",0x681b...b50e7e,0x2968...c4e5a8,-8590,0.000775,150414918.0
0xa67a...8a3438,37515832,"Sep 04, 2020  00:06:39  /  UTC+9",0xa67a...8a3438,0x2968...c4e5a8,-169,0.000775,150414918.0
0x8e12...7b4c0f,37516008,"Sep 04, 2020  00:09:35  /  UTC+9",0x8e12...7b4c0f,0x2968...c4e5a8,377,0.000775,150415295.0
0x4789...606bdf,37516403,"Sep 04, 2020  00:16:10  /  UTC+9",0x4789...606bdf,0x2968...c4e5a8,0,0.001336...,150400884.0
0xd806...c8653b,37516257,"Sep 04, 2020  00:13:44  /  UTC+9",0xd806...c8653b,0x2968...c4e5a8,-21410,0.000775,150400884.0
0xeadc...c19279,37516215,"Sep 04, 2020  00:13:02  /  UTC+9",0xeadc...c19279,0x2968...c4e5a8,4000,0.000775,150400884.0
0x791e...287523,37516184,"Sep 04, 2020  00:12:31  /  UTC+9",0x791e...287523,0x2968...c4e5a8,0,0.001711...,150400884.0
0x2374...a5c20a,37516143,"Sep 04, 2020  00:11:50  /  UTC+9",0x2374...a5c20a,0x2968...c4e5a8,3000,0.000775,150400884.0
0xd948...7a683d,37516605,"Sep 04, 2020  00:19:32  /  UTC+9",0xd948...7a683d,0x2968...c4e5a8,-10000,0.000775,150390884.0
0xcefe...07f237,37517310,"Sep 04, 2020  00:31:17  /  UTC+9",0xcefe...07f237,0x2968...c4e5a8,-3300,0.000775,150387634.0
0xa78d...6dbc0a,37517302,"Sep 04, 2020  00:31:09  /  UTC+9",0xa78d...6dbc0a,0x2968...c4e5a8,49,0.000775,150387634.0
0x0c44...0c478b,37517574,"Sep 04, 2020  00:35:41  /  UTC+9",0x0c44...0c478b,0x2968...c4e5a8,-196,0.000775,150387437.0
0x2105...95408c,37517569,"Sep 04, 2020  00:35:36  /  UTC+9",0x2105...95408c,0x2968...c4e5a8,0,0.000775,150387437.0
0x1b2b...ab39a7,37517787,"Sep 04, 2020  00:39:14  /  UTC+9",0x1b2b...ab39a7,0x2968...c4e5a8,-19600,0.000775,150346426.0
0x723c...9a5928,37517774,"Sep 04, 2020  00:39:01  /  UTC+9",0x723c...9a5928,0x2968...c4e5a8,-21410,0.000775,150346426.0
0x8c80...028a85,37518085,"Sep 04, 2020  00:44:12  /  UTC+9",0x8c80...028a85,0x2968...c4e5a8,49,0.000775,150346475.0
0x21e7...dc67a3,37518410,"Sep 04, 2020  00:49:37  /  UTC+9",0x21e7...dc67a3,0x2968...c4e5a8,21122,0.000775,150346475.0
0x5caa...40840c,37518296,"Sep 04, 2020  00:47:43  /  UTC+9",0x5caa...40840c,0x2968...c4e5a8,-21122,0.000775,150346475.0
0x515f...c3d2a4,37518669,"Sep 04, 2020  00:53:56  /  UTC+9",0x515f...c3d2a4,0x2968...c4e5a8,20880,0.000775,150367356.0
0x40ac...5b2670,37518813,"Sep 04, 2020  00:56:20  /  UTC+9",0x40ac...5b2670,0x2968...c4e5a8,0,0.001287...,150367356.0
0xa7f4...9321e4,37519055,"Sep 04, 2020  01:00:22  /  UTC+9",0xa7f4...9321e4,0x2968...c4e5a8,100,0.000775,150367456.0
0x8f80...505af9,37519262,"Sep 04, 2020  01:03:49  /  UTC+9",0x8f80...505af9,0x2968...c4e5a8,-70000,0.000775,150297456.0
0x5972...2bfe95,37519315,"Sep 04, 2020  01:04:42  /  UTC+9",0x5972...2bfe95,0x2968...c4e5a8,20000,0.000775,150317456.0
0x3a17...4a2eee,37520277,"Sep 04, 2020  01:20:44  /  UTC+9",0x3a17...4a2eee,0x2968...c4e5a8,50,0.000775,150317551.0
0x5ef9...0ff802,37520211,"Sep 04, 2020  01:19:38  /  UTC+9",0x5ef9...0ff802,0x2968...c4e5a8,45,0.000775,150317551.0
0xb334...54deac,37521425,"Sep 04, 2020  01:39:52  /  UTC+9",0xb334...54deac,0x2968...c4e5a8,50,0.000775,150317601.0
0xb2e6...56e345,37521577,"Sep 04, 2020  01:42:41  /  UTC+9",0xb2e6...56e345,0x2968...c4e5a8,-13181,0.000775,150304419.0
0x01af...61cae9,37521761,"Sep 04, 2020  01:46:20  /  UTC+9",0x01af...61cae9,0x2968...c4e5a8,43184,0.000775,150347603.0
0x50b4...40e9dc,37522803,"Sep 04, 2020  02:03:42  /  UTC+9",0x50b4...40e9dc,0x2968...c4e5a8,-990,0.000775,150346613.0
0x9fca...476060,37526194,"Sep 04, 2020  03:00:13  /  UTC+9",0x9fca...476060,0x2968...c4e5a8,-980,0.000775,150345633.0
0x7dcb...e579aa,37527804,"Sep 04, 2020  03:27:03  /  UTC+9",0x7dcb...e579aa,0x2968...c4e5a8,8000,0.000775,150335443.0
0x2909...c8103a,37527790,"Sep 04, 2020  03:26:49  /  UTC+9",0x2909...c8103a,0x2968...c4e5a8,-18190,0.000775,150335443.0
0x4d20...4a5ed7,37530925,"Sep 04, 2020  04:19:04  /  UTC+9",0x4d20...4a5ed7,0x2968...c4e5a8,-7512,0.000775,150328081.0
0x4c3a...be66f4,37530859,"Sep 04, 2020  04:17:58  /  UTC+9",0x4c3a...be66f4,0x2968...c4e5a8,150,0.000775,150328081.0
0xc6a7...48e603,37531065,"Sep 04, 2020  04:21:24  /  UTC+9",0xc6a7...48e603,0x2968...c4e5a8,-21410,0.000775,150306670.0
0x9227...78cdc8,37531121,"Sep 04, 2020  04:22:20  /  UTC+9",0x9227...78cdc8,0x2968...c4e5a8,18332,0.000775,150325003.0
0x3b22...603502,37533836,"Sep 04, 2020  05:07:35  /  UTC+9",0x3b22...603502,0x2968...c4e5a8,-5102,0.000775,150319900.0
0xf51d...a2451a,37534345,"Sep 04, 2020  05:16:04  /  UTC+9",0xf51d...a2451a,0x2968...c4e5a8,-1257,0.000775,150318643.0
0xb9db...9c0de3,37535804,"Sep 04, 2020  05:40:23  /  UTC+9",0xb9db...9c0de3,0x2968...c4e5a8,-5000,0.000775,150313643.0
0x5523...3400dc,37537921,"Sep 04, 2020  06:15:40  /  UTC+9",0x5523...3400dc,0x2968...c4e5a8,10042,0.000775,150323686.0
0xcbdd...37c822,37538450,"Sep 04, 2020  06:24:29  /  UTC+9",0xcbdd...37c822,0x2968...c4e5a8,-21410,0.000775,150302275.0
0x5d8d...e50eba,37538777,"Sep 04, 2020  06:29:56  /  UTC+9",0x5d8d...e50eba,0x2968...c4e5a8,-18561,0.000775,150283714.0
0x00b0...7bb586,37540038,"Sep 04, 2020  06:50:57  /  UTC+9",0x00b0...7bb586,0x2968...c4e5a8,-29990,0.000775,150253724.0
0x76f6...a9bdae,37540238,"Sep 04, 2020  06:54:17  /  UTC+9",0x76f6...a9bdae,0x2968...c4e5a8,-2052,0.000775,150251671.0
0xb635...84afae,37540473,"Sep 04, 2020  06:58:12  /  UTC+9",0xb635...84afae,0x2968...c4e5a8,7600,0.000775,150259271.0
0x03eb...508c9b,37540753,"Sep 04, 2020  07:02:52  /  UTC+9",0x03eb...508c9b,0x2968...c4e5a8,-21410,0.000775,150237860.0
0x0db1...ee5fde,37541642,"Sep 04, 2020  07:17:41  /  UTC+9",0x0db1...ee5fde,0x2968...c4e5a8,-1633,0.000775,150236227.0
0x7774...c15ca3,37542007,"Sep 04, 2020  07:23:46  /  UTC+9",0x7774...c15ca3,0x2968...c4e5a8,300,0.000775,150236527.0
0x6049...2e1f7a,37542151,"Sep 04, 2020  07:26:10  /  UTC+9",0x6049...2e1f7a,0x2968...c4e5a8,-21410,0.000775,150215117.0
0xd9b1...1312b7,37542204,"Sep 04, 2020  07:27:03  /  UTC+9",0xd9b1...1312b7,0x2968...c4e5a8,1,0.000775,150215117.0
0xca71...74d721,37543422,"Sep 04, 2020  07:47:21  /  UTC+9",0xca71...74d721,0x2968...c4e5a8,50,0.000775,150215167.0
0x3248...e19821,37543668,"Sep 04, 2020  07:51:27  /  UTC+9",0x3248...e19821,0x2968...c4e5a8,-3000,0.000775,150212167.0
0x022d...97305d,37544313,"Sep 04, 2020  08:02:12  /  UTC+9",0x022d...97305d,0x2968...c4e5a8,-7705,0.000775,150204462.0
0x5b7b...82d48e,37546163,"Sep 04, 2020  08:33:02  /  UTC+9",0x5b7b...82d48e,0x2968...c4e5a8,18900,0.000775,150223362.0
0x5dbe...5a00ed,37546229,"Sep 04, 2020  08:34:08  /  UTC+9",0x5dbe...5a00ed,0x2968...c4e5a8,60000,0.000775,150283362.0
0x3d32...10f027,37546587,"Sep 04, 2020  08:40:06  /  UTC+9",0x3d32...10f027,0x2968...c4e5a8,-21410,0.000775,150261951.0
0x1fa5...b8c274,37546871,"Sep 04, 2020  08:44:50  /  UTC+9",0x1fa5...b8c274,0x2968...c4e5a8,11364,0.000775,150273315.0
0x21fb...8fa6de,37547048,"Sep 04, 2020  08:47:47  /  UTC+9",0x21fb...8fa6de,0x2968...c4e5a8,-879,0.000775,150251025.0
0xc784...d1b650,37547036,"Sep 04, 2020  08:47:35  /  UTC+9",0xc784...d1b650,0x2968...c4e5a8,-21410,0.000775,150251025.0
0xd9c1...9eb656,37547251,"Sep 04, 2020  08:51:10  /  UTC+9",0xd9c1...9eb656,0x2968...c4e5a8,-12917,0.000775,150238107.0
0xc5ce...99e336,37547462,"Sep 04, 2020  08:54:41  /  UTC+9",0xc5ce...99e336,0x2968...c4e5a8,-4984,0.000775,150154282.0
0x87e6...45eb58,37547457,"Sep 04, 2020  08:54:36  /  UTC+9",0x87e6...45eb58,0x2968...c4e5a8,1159,0.000775,150154282.0
0x9d9f...9c3b90,37547450,"Sep 04, 2020  08:54:29  /  UTC+9",0x9d9f...9c3b90,0x2968...c4e5a8,-80000,0.000775,150154282.0
0x690e...b3f047,37547780,"Sep 04, 2020  08:59:59  /  UTC+9",0x690e...b3f047,0x2968...c4e5a8,50,0.000775,150154332.0
0xcd51...4c0180,37547912,"Sep 04, 2020  09:02:11  /  UTC+9",0xcd51...4c0180,0x2968...c4e5a8,530,0.000775,150154862.0
0xcc54...2e05dc,37548049,"Sep 04, 2020  09:04:28  /  UTC+9",0xcc54...2e05dc,0x2968...c4e5a8,900,0.000775,150175761.0
0x7904...e1a649,37548044,"Sep 04, 2020  09:04:23  /  UTC+9",0x7904...e1a649,0x2968...c4e5a8,19999,0.000775,150175761.0
0x572c...5125c9,37548230,"Sep 04, 2020  09:07:29  /  UTC+9",0x572c...5125c9,0x2968...c4e5a8,0,0.001836...,150175761.0
0xdeee...249116,37548303,"Sep 04, 2020  09:08:42  /  UTC+9",0xdeee...249116,0x2968...c4e5a8,-4201,0.000775,150171560.0
0x58be...fd94fe,37548763,"Sep 04, 2020  09:16:22  /  UTC+9",0x58be...fd94fe,0x2968...c4e5a8,7052,0.000775,150178612.0
0x51e5...622478,37548881,"Sep 04, 2020  09:18:20  /  UTC+9",0x51e5...622478,0x2968...c4e5a8,0,0.001667...,150178612.0
0xbe40...e1d52f,37549023,"Sep 04, 2020  09:20:42  /  UTC+9",0xbe40...e1d52f,0x2968...c4e5a8,-21271,0.000775,150157341.0
0xe0fb...118213,37549411,"Sep 04, 2020  09:27:10  /  UTC+9",0xe0fb...118213,0x2968...c4e5a8,-5000,0.000775,150167085.0
0x69db...e536ee,37549411,"Sep 04, 2020  09:27:10  /  UTC+9",0x69db...e536ee,0x2968...c4e5a8,12700,0.000775,150167085.0
0x6759...ea524e,37549407,"Sep 04, 2020  09:27:06  /  UTC+9",0x6759...ea524e,0x2968...c4e5a8,2044,0.000775,150167085.0
0xcf9e...ea50a6,37605315,"Sep 05, 2020  01:06:42  /  UTC+9",0xcf9e...ea50a6,0x2968...c4e5a8,-7000,0.000775,152716598.0
0xd3e8...e86b23,37605242,"Sep 05, 2020  01:05:29  /  UTC+9",0xd3e8...e86b23,0x2968...c4e5a8,-21281,0.000775,152716598.0
0xaf89...8460d3,37604836,"Sep 05, 2020  00:58:43  /  UTC+9",0xaf89...8460d3,0x2968...c4e5a8,40953,0.000775,152716598.0
0xf4ca...a1496d,37604832,"Sep 05, 2020  00:58:39  /  UTC+9",0xf4ca...a1496d,0x2968...c4e5a8,327,0.000775,152716598.0
0xee49...54a26f,37604588,"Sep 05, 2020  00:54:35  /  UTC+9",0xee49...54a26f,0x2968...c4e5a8,-471,0.000775,152716598.0
0x56bb...8fac15,37604385,"Sep 05, 2020  00:51:12  /  UTC+9",0x56bb...8fac15,0x2968...c4e5a8,-5749,0.000775,152716598.0
0xbc0a...d2f733,37604314,"Sep 05, 2020  00:50:01  /  UTC+9",0xbc0a...d2f733,0x2968...c4e5a8,1652,0.000775,152716598.0
0xf82e...ab9d36,37604184,"Sep 05, 2020  00:47:51  /  UTC+9",0xf82e...ab9d36,0x2968...c4e5a8,-5196,0.000775,152716598.0
0xd8b8...ff671f,37604180,"Sep 05, 2020  00:47:47  /  UTC+9",0xd8b8...ff671f,0x2968...c4e5a8,116656,0.000775,152716598.0
0x02c1...d503aa,37604111,"Sep 05, 2020  00:46:38  /  UTC+9",0x02c1...d503aa,0x2968...c4e5a8,-35248,0.000775,152716598.0
0xb9f5...55335e,37604098,"Sep 05, 2020  00:46:25  /  UTC+9",0xb9f5...55335e,0x2968...c4e5a8,-10627,0.000775,152716598.0
0x80c6...16ab13,37604085,"Sep 05, 2020  00:46:12  /  UTC+9",0x80c6...16ab13,0x2968...c4e5a8,-10612,0.000775,152716598.0
0xe608...d28d6f,37604012,"Sep 05, 2020  00:44:59  /  UTC+9",0xe608...d28d6f,0x2968...c4e5a8,-14008,0.000775,152716598.0
0x8d8b...d3a0d1,37604000,"Sep 05, 2020  00:44:47  /  UTC+9",0x8d8b...d3a0d1,0x2968...c4e5a8,-72014,0.000775,152716598.0
0x1b0c...1102ca,37603983,"Sep 05, 2020  00:44:30  /  UTC+9",0x1b0c...1102ca,0x2968...c4e5a8,20000,0.000775,152716598.0
0xf561...2acb51,37605400,"Sep 05, 2020  01:08:07  /  UTC+9",0xf561...2acb51,0x2968...c4e5a8,-5984,0.000775,152700614.0
0xf892...955584,37605388,"Sep 05, 2020  01:07:55  /  UTC+9",0xf892...955584,0x2968...c4e5a8,-10000,0.000775,152700614.0
0x21be...92067b,37605480,"Sep 05, 2020  01:09:27  /  UTC+9",0x21be...92067b,0x2968...c4e5a8,-394,0.000775,152700220.0
0x7ecf...6623ae,37605613,"Sep 05, 2020  01:11:40  /  UTC+9",0x7ecf...6623ae,0x2968...c4e5a8,-50000,0.000775,152650220.0
0x5146...ebc05f,37605884,"Sep 05, 2020  01:16:11  /  UTC+9",0x5146...ebc05f,0x2968...c4e5a8,-14000,0.000775,152673158.0
0xc525...8ca983,37605878,"Sep 05, 2020  01:16:05  /  UTC+9",0xc525...8ca983,0x2968...c4e5a8,5954,0.000775,152673158.0
0x3ae8...7fd990,37605744,"Sep 05, 2020  01:13:51  /  UTC+9",0x3ae8...7fd990,0x2968...c4e5a8,25000,0.000775,152673158.0
0xb110...558c2a,37605740,"Sep 05, 2020  01:13:47  /  UTC+9",0xb110...558c2a,0x2968...c4e5a8,5983,0.000775,152673158.0
0xe550...936421,37606078,"Sep 05, 2020  01:19:25  /  UTC+9",0xe550...936421,0x2968...c4e5a8,94100,0.000775,152767258.0
0x384a...f9ad76,37606713,"Sep 05, 2020  01:30:00  /  UTC+9",0x384a...f9ad76,0x2968...c4e5a8,-8500,0.000775,152758758.0
0xe792...387443,37662931,"Sep 05, 2020  17:08:02  /  UTC+9",0xe792...387443,0x2968...c4e5a8,300000,0.000775,152977092.0
0x1f88...5a22b7,37662547,"Sep 05, 2020  17:01:38  /  UTC+9",0x1f88...5a22b7,0x2968...c4e5a8,-5400,0.000775,152977092.0
0x1fe6...70e261,37661088,"Sep 05, 2020  16:37:19  /  UTC+9",0x1fe6...70e261,0x2968...c4e5a8,-10527,0.000775,152977092.0
0xc35e...b559cc,37660758,"Sep 05, 2020  16:31:49  /  UTC+9",0xc35e...b559cc,0x2968...c4e5a8,-100,0.000775,152977092.0
0xc94c...50db5f,37660308,"Sep 05, 2020  16:24:19  /  UTC+9",0xc94c...50db5f,0x2968...c4e5a8,-40000,0.000775,152977092.0
0xbc25...7f2b7b,37660048,"Sep 05, 2020  16:19:59  /  UTC+9",0xbc25...7f2b7b,0x2968...c4e5a8,-8000,0.000775,152977092.0
0xf823...2fe846,37659667,"Sep 05, 2020  16:13:38  /  UTC+9",0xf823...2fe846,0x2968...c4e5a8,1060,0.000775,152977092.0
0xd2d1...9833bd,37659406,"Sep 05, 2020  16:09:17  /  UTC+9",0xd2d1...9833bd,0x2968...c4e5a8,156758,0.000775,152977092.0
0x99e4...93e0d3,37659402,"Sep 05, 2020  16:09:13  /  UTC+9",0x99e4...93e0d3,0x2968...c4e5a8,50,0.000775,152977092.0
0xdf45...b20914,37659158,"Sep 05, 2020  16:05:09  /  UTC+9",0xdf45...b20914,0x2968...c4e5a8,0,0.001690...,152977092.0
0x234b...d2c31d,37657995,"Sep 05, 2020  15:45:46  /  UTC+9",0x234b...d2c31d,0x2968...c4e5a8,2500,0.000775,152977092.0
0x1216...3c6316,37657887,"Sep 05, 2020  15:43:58  /  UTC+9",0x1216...3c6316,0x2968...c4e5a8,-2500,0.000775,152977092.0
0xe976...1e4686,37657482,"Sep 05, 2020  15:37:13  /  UTC+9",0xe976...1e4686,0x2968...c4e5a8,3026,0.000775,152977092.0
0x7ba4...157594,37656651,"Sep 05, 2020  15:23:22  /  UTC+9",0x7ba4...157594,0x2968...c4e5a8,2078,0.000775,152977092.0
0x6af1...cba4f2,37656453,"Sep 05, 2020  15:20:04  /  UTC+9",0x6af1...cba4f2,0x2968...c4e5a8,200,0.000775,152977092.0
0x075c...d6a511,37663450,"Sep 05, 2020  17:16:41  /  UTC+9",0x075c...d6a511,0x2968...c4e5a8,5,0.000775,152980735.0
0xe590...21b317,37663446,"Sep 05, 2020  17:16:37  /  UTC+9",0xe590...21b317,0x2968...c4e5a8,3638,0.000775,152980735.0
0xaeea...1aa69a,37663811,"Sep 05, 2020  17:22:42  /  UTC+9",0xaeea...1aa69a,0x2968...c4e5a8,-3,0.000775,152980732.0
0xa68e...bd6bb5,37664645,"Sep 05, 2020  17:36:36  /  UTC+9",0xa68e...bd6bb5,0x2968...c4e5a8,-4938,0.000775,152975793.0
0x08b4...8b7ad3,37664718,"Sep 05, 2020  17:37:49  /  UTC+9",0x08b4...8b7ad3,0x2968...c4e5a8,-22776,0.000775,152953017.0
0x6a03...3a5c2a,37665611,"Sep 05, 2020  17:52:42  /  UTC+9",0x6a03...3a5c2a,0x2968...c4e5a8,-22776,0.000775,152930240.0
0xcd47...73caae,37665811,"Sep 05, 2020  17:56:02  /  UTC+9",0xcd47...73caae,0x2968...c4e5a8,-3838,0.000775,152926401.0
0x8714...54696a,37666070,"Sep 05, 2020  18:00:21  /  UTC+9",0x8714...54696a,0x2968...c4e5a8,66734,0.000775,152993136.0
0x5a19...9142d2,37666665,"Sep 05, 2020  18:10:16  /  UTC+9",0x5a19...9142d2,0x2968...c4e5a8,-50000,0.000775,153093025.0
0x9f09...8767e4,37666651,"Sep 05, 2020  18:10:02  /  UTC+9",0x9f09...8767e4,0x2968...c4e5a8,290000,0.000775,153093025.0
0x27e4...c92afe,37666592,"Sep 05, 2020  18:09:03  /  UTC+9",0x27e4...c92afe,0x2968...c4e5a8,-60111,0.000775,153093025.0
0x13ae...c420b8,37666451,"Sep 05, 2020  18:06:42  /  UTC+9",0x13ae...c420b8,0x2968...c4e5a8,-80000,0.000775,153093025.0
0x4777...1b7e95,37667313,"Sep 05, 2020  18:21:04  /  UTC+9",0x4777...1b7e95,0x2968...c4e5a8,50,0.000775,153093972.0
0x27f9...18bc36,37667115,"Sep 05, 2020  18:17:46  /  UTC+9",0x27f9...18bc36,0x2968...c4e5a8,25,0.000775,153093972.0
0xe59d...902dc1,37667007,"Sep 05, 2020  18:15:58  /  UTC+9",0xe59d...902dc1,0x2968...c4e5a8,-4083,0.000775,153093972.0
0xc7eb...bea14c,37666920,"Sep 05, 2020  18:14:31  /  UTC+9",0xc7eb...bea14c,0x2968...c4e5a8,7960,0.000775,153093972.0
0xca40...f66cf7,37666737,"Sep 05, 2020  18:11:28  /  UTC+9",0xca40...f66cf7,0x2968...c4e5a8,-3005,0.000775,153093972.0
0x6b1d...311efa,37666720,"Sep 05, 2020  18:11:11  /  UTC+9",0x6b1d...311efa,0x2968...c4e5a8,1,0.000775,153093972.0
0xe742...5569ee,37667582,"Sep 05, 2020  18:25:33  /  UTC+9",0xe742...5569ee,0x2968...c4e5a8,239,0.000775,153091881.0
0xeb72...199210,37667521,"Sep 05, 2020  18:24:32  /  UTC+9",0xeb72...199210,0x2968...c4e5a8,-2332,0.000775,153091881.0
0x1932...eab53e,37667509,"Sep 05, 2020  18:24:20  /  UTC+9",0x1932...eab53e,0x2968...c4e5a8,1,0.000775,153091881.0
0x4468...37cfa8,37667723,"Sep 05, 2020  18:27:54  /  UTC+9",0x4468...37cfa8,0x2968...c4e5a8,-2987,0.000775,153088897.0
0xaa2d...c0051b,37667651,"Sep 05, 2020  18:26:42  /  UTC+9",0xaa2d...c0051b,0x2968...c4e5a8,3,0.000775,153088897.0
0x4111...2d8a33,37667990,"Sep 05, 2020  18:32:21  /  UTC+9",0x4111...2d8a33,0x2968...c4e5a8,-22766,0.000775,153076179.0
0xd7af...b140ce,37667984,"Sep 05, 2020  18:32:15  /  UTC+9",0xd7af...b140ce,0x2968...c4e5a8,10047,0.000775,153076179.0
0xb710...723306,37668063,"Sep 05, 2020  18:33:34  /  UTC+9",0xb710...723306,0x2968...c4e5a8,-2487,0.000775,153073741.0
0x9a9a...945f13,37668051,"Sep 05, 2020  18:33:22  /  UTC+9",0x9a9a...945f13,0x2968...c4e5a8,50,0.000775,153073741.0
0x40b6...ec37cf,37668659,"Sep 05, 2020  18:43:30  /  UTC+9",0x40b6...ec37cf,0x2968...c4e5a8,0,0.001660...,153073141.0
0xa338...3a08ef,37668647,"Sep 05, 2020  18:43:18  /  UTC+9",0xa338...3a08ef,0x2968...c4e5a8,-600,0.000775,153073141.0
0x6a51...db3241,37668986,"Sep 05, 2020  18:48:57  /  UTC+9",0x6a51...db3241,0x2968...c4e5a8,-5597,0.000775,153077544.0
0x6265...82eb44,37668957,"Sep 05, 2020  18:48:28  /  UTC+9",0x6265...82eb44,0x2968...c4e5a8,10000,0.000775,153077544.0
0x53bb...7a22ef,37669378,"Sep 05, 2020  18:55:29  /  UTC+9",0x53bb...7a22ef,0x2968...c4e5a8,-200,0.000775,153077344.0
0x4fae...df369c,37669982,"Sep 05, 2020  19:05:33  /  UTC+9",0x4fae...df369c,0x2968...c4e5a8,-32000,0.000775,153050493.0
0xbf67...6b43bc,37669924,"Sep 05, 2020  19:04:35  /  UTC+9",0xbf67...6b43bc,0x2968...c4e5a8,10000,0.000775,153050493.0
0x34a7...5644dd,37669840,"Sep 05, 2020  19:03:11  /  UTC+9",0x34a7...5644dd,0x2968...c4e5a8,-2350,0.000775,153050493.0
0xb7be...9e2e0a,37669578,"Sep 05, 2020  18:58:49  /  UTC+9",0xb7be...9e2e0a,0x2968...c4e5a8,-2500,0.000775,153050493.0
0x6b15...40b036,37670940,"Sep 05, 2020  19:21:31  /  UTC+9",0x6b15...40b036,0x2968...c4e5a8,-22015,0.000775,153035468.0
0x27f9...c7611d,37670822,"Sep 05, 2020  19:19:33  /  UTC+9",0x27f9...c7611d,0x2968...c4e5a8,6990,0.000775,153035468.0
0xa5aa...26bd06,37671214,"Sep 05, 2020  19:26:05  /  UTC+9",0xa5aa...26bd06,0x2968...c4e5a8,-1000,0.000775,153016313.0
0x09ee...b129b2,37671016,"Sep 05, 2020  19:22:47  /  UTC+9",0x09ee...b129b2,0x2968...c4e5a8,6648,0.000775,153016313.0
0x7e38...a9fe53,37671013,"Sep 05, 2020  19:22:44  /  UTC+9",0x7e38...a9fe53,0x2968...c4e5a8,-24803,0.000775,153016313.0
0x573b...75f08f,37671221,"Sep 05, 2020  19:26:12  /  UTC+9",0x573b...75f08f,0x2968...c4e5a8,140,0.000775,153116603.0
0x113f...3d3030,37671217,"Sep 05, 2020  19:26:08  /  UTC+9",0x113f...3d3030,0x2968...c4e5a8,100149,0.000775,153116603.0
0x2ed7...64fd4d,37671380,"Sep 05, 2020  19:28:51  /  UTC+9",0x2ed7...64fd4d,0x2968...c4e5a8,-580,0.000775,153058596.0
0x9e13...164d2f,37671300,"Sep 05, 2020  19:27:31  /  UTC+9",0x9e13...164d2f,0x2968...c4e5a8,-19188,0.000775,153058596.0
0x5dae...b94f6a,37671287,"Sep 05, 2020  19:27:18  /  UTC+9",0x5dae...b94f6a,0x2968...c4e5a8,-38237,0.000775,153058596.0
0x4ad6...c52443,37671485,"Sep 05, 2020  19:30:36  /  UTC+9",0x4ad6...c52443,0x2968...c4e5a8,1000,0.000775,153036831.0
0xcd3b...84bd07,37671466,"Sep 05, 2020  19:30:17  /  UTC+9",0xcd3b...84bd07,0x2968...c4e5a8,-989,0.000775,153036831.0
0xf5ba...bdae4a,37671453,"Sep 05, 2020  19:30:04  /  UTC+9",0xf5ba...bdae4a,0x2968...c4e5a8,-21776,0.000775,153036831.0
0xeadd...ed9da6,37686769,"Sep 05, 2020  23:45:20  /  UTC+9",0xeadd...ed9da6,0x2968...c4e5a8,-1053,0.000775,152398839.0
