,block_num,tx_time,tx_from,tx_to,tx_amount,tx_fee,account_value
0x5081...204436,37720261,"Sep 06, 2020  09:04:23  /  UTC+9",0x5081...204436,0x2968...c4e5a8,5000,0.000775,152187524.0
0x7662...5a9135,37721519,"Sep 06, 2020  09:25:21  /  UTC+9",0x7662...5a9135,0x2968...c4e5a8,-2094,0.000775,152185429.0
0xa4ae...4f2a21,37722240,"Sep 06, 2020  09:37:22  /  UTC+9",0xa4ae...4f2a21,0x2968...c4e5a8,50,0.000775,152185479.0
0xab69...3dd3e0,37722474,"Sep 06, 2020  09:41:16  /  UTC+9",0xab69...3dd3e0,0x2968...c4e5a8,-746,0.000775,152184733.0
0x8bc4...06bf2f,37722881,"Sep 06, 2020  09:48:03  /  UTC+9",0x8bc4...06bf2f,0x2968...c4e5a8,1400,0.000775,152186133.0
0xcc99...74815b,37723268,"Sep 06, 2020  09:54:30  /  UTC+9",0xcc99...74815b,0x2968...c4e5a8,7000,0.000775,152193133.0
0xa517...c3e736,37725246,"Sep 06, 2020  10:27:28  /  UTC+9",0xa517...c3e736,0x2968...c4e5a8,-10,0.000775,152193123.0
0x683b...f52dec,37725436,"Sep 06, 2020  10:30:38  /  UTC+9",0x683b...f52dec,0x2968...c4e5a8,94,0.000775,152193217.0
0x465b...d092ad,37726013,"Sep 06, 2020  10:40:15  /  UTC+9",0x465b...d092ad,0x2968...c4e5a8,-6527,0.000775,152186689.0
0x7451...86f810,37726274,"Sep 06, 2020  10:44:36  /  UTC+9",0x7451...86f810,0x2968...c4e5a8,-19300,0.000775,152167389.0
0xebb8...b6a5c3,37726474,"Sep 06, 2020  10:47:56  /  UTC+9",0xebb8...b6a5c3,0x2968...c4e5a8,-3293,0.000775,152164096.0
0x2f8c...75e786,37726992,"Sep 06, 2020  10:56:34  /  UTC+9",0x2f8c...75e786,0x2968...c4e5a8,-9990,0.000775,152154105.0
0x41a6...030aee,37727254,"Sep 06, 2020  11:00:56  /  UTC+9",0x41a6...030aee,0x2968...c4e5a8,-2685,0.000775,152151419.0
0xbe42...6461d0,37727998,"Sep 06, 2020  11:13:20  /  UTC+9",0xbe42...6461d0,0x2968...c4e5a8,50,0.000775,152151469.0
0xb0cb...0b6032,37728148,"Sep 06, 2020  11:15:50  /  UTC+9",0xb0cb...0b6032,0x2968...c4e5a8,-544,0.000775,152150924.0
0xde9a...c947ae,37728197,"Sep 06, 2020  11:16:39  /  UTC+9",0xde9a...c947ae,0x2968...c4e5a8,50,0.000775,152150974.0
0xded2...718ab3,37728520,"Sep 06, 2020  11:22:02  /  UTC+9",0xded2...718ab3,0x2968...c4e5a8,10000,0.000775,152160974.0
0xde44...02736a,37728973,"Sep 06, 2020  11:29:35  /  UTC+9",0xde44...02736a,0x2968...c4e5a8,5788,0.000775,152166763.0
0x17c3...16567a,37729289,"Sep 06, 2020  11:34:51  /  UTC+9",0x17c3...16567a,0x2968...c4e5a8,-2,0.000775,152166761.0
0x961a...036a9e,37729361,"Sep 06, 2020  11:36:03  /  UTC+9",0x961a...036a9e,0x2968...c4e5a8,-2417,0.000775,152164344.0
0xe143...034424,37729441,"Sep 06, 2020  11:37:23  /  UTC+9",0xe143...034424,0x2968...c4e5a8,-3408,0.000775,152160935.0
0x01a7...e8fca1,37729747,"Sep 06, 2020  11:42:29  /  UTC+9",0x01a7...e8fca1,0x2968...c4e5a8,19000,0.000775,152179935.0
0xb206...7187cb,37729890,"Sep 06, 2020  11:44:52  /  UTC+9",0xb206...7187cb,0x2968...c4e5a8,-3500,0.000775,152176435.0
0xe072...997598,37730070,"Sep 06, 2020  11:47:52  /  UTC+9",0xe072...997598,0x2968...c4e5a8,30000,0.000775,152206435.0
0xf421...851ec5,37731035,"Sep 06, 2020  12:03:57  /  UTC+9",0xf421...851ec5,0x2968...c4e5a8,-1500,0.000775,152204935.0
0xdafe...c0d388,37731611,"Sep 06, 2020  12:13:33  /  UTC+9",0xdafe...c0d388,0x2968...c4e5a8,-250,0.000775,152204685.0
0x022a...e880b3,37745970,"Sep 06, 2020  16:12:52  /  UTC+9",0x022a...e880b3,0x2968...c4e5a8,50,0.000775,152251014.0
0x7f46...d2c19c,37745133,"Sep 06, 2020  15:58:55  /  UTC+9",0x7f46...d2c19c,0x2968...c4e5a8,50,0.000775,152251014.0
0xcbcc...571e95,37745066,"Sep 06, 2020  15:57:48  /  UTC+9",0xcbcc...571e95,0x2968...c4e5a8,50,0.000775,152251014.0
0x5b57...6bc312,37744994,"Sep 06, 2020  15:56:36  /  UTC+9",0x5b57...6bc312,0x2968...c4e5a8,1990,0.000775,152251014.0
0x9fdb...da1760,37744896,"Sep 06, 2020  15:54:58  /  UTC+9",0x9fdb...da1760,0x2968...c4e5a8,-1990,0.000775,152251014.0
0x1fda...02f0d9,37744376,"Sep 06, 2020  15:46:18  /  UTC+9",0x1fda...02f0d9,0x2968...c4e5a8,-3000,0.000775,152251014.0
0x8835...da641d,37744289,"Sep 06, 2020  15:44:51  /  UTC+9",0x8835...da641d,0x2968...c4e5a8,10,0.000775,152251014.0
0x51fd...5dde79,37744175,"Sep 06, 2020  15:42:57  /  UTC+9",0x51fd...5dde79,0x2968...c4e5a8,-16289,0.000775,152251014.0
0x9442...bde462,37743971,"Sep 06, 2020  15:39:33  /  UTC+9",0x9442...bde462,0x2968...c4e5a8,-25294,0.000775,152251014.0
0x7ddb...b5994d,37743898,"Sep 06, 2020  15:38:20  /  UTC+9",0x7ddb...b5994d,0x2968...c4e5a8,-25916,0.000775,152251014.0
0x08a6...980c0b,37743893,"Sep 06, 2020  15:38:15  /  UTC+9",0x08a6...980c0b,0x2968...c4e5a8,33031,0.000775,152251014.0
0x6c91...67c4f4,37743693,"Sep 06, 2020  15:34:55  /  UTC+9",0x6c91...67c4f4,0x2968...c4e5a8,10000,0.000775,152251014.0
0xbe1e...c22a94,37743688,"Sep 06, 2020  15:34:50  /  UTC+9",0xbe1e...c22a94,0x2968...c4e5a8,670,0.000775,152251014.0
0x323a...b004af,37743620,"Sep 06, 2020  15:33:42  /  UTC+9",0x323a...b004af,0x2968...c4e5a8,6290,0.000775,152251014.0
0xc252...425abc,37743568,"Sep 06, 2020  15:32:50  /  UTC+9",0xc252...425abc,0x2968...c4e5a8,-7228,0.000775,152251014.0
0xece1...78eeae,37746358,"Sep 06, 2020  16:19:20  /  UTC+9",0xece1...78eeae,0x2968...c4e5a8,12366,0.000775,152258806.0
0x1552...369a7c,37746352,"Sep 06, 2020  16:19:14  /  UTC+9",0x1552...369a7c,0x2968...c4e5a8,-4574,0.000775,152258806.0
0x2e1b...603cb7,37746674,"Sep 06, 2020  16:24:36  /  UTC+9",0x2e1b...603cb7,0x2968...c4e5a8,-6479,0.000775,152252326.0
0xd19e...01be2f,37746887,"Sep 06, 2020  16:28:09  /  UTC+9",0xd19e...01be2f,0x2968...c4e5a8,-1000,0.000775,152341326.0
0xdb0d...3346d2,37746814,"Sep 06, 2020  16:26:56  /  UTC+9",0xdb0d...3346d2,0x2968...c4e5a8,-10000,0.000775,152341326.0
0xdf6a...9e1a72,37746810,"Sep 06, 2020  16:26:52  /  UTC+9",0xdf6a...9e1a72,0x2968...c4e5a8,100000,0.000775,152341326.0
0xd905...a96f5d,37747011,"Sep 06, 2020  16:30:13  /  UTC+9",0xd905...a96f5d,0x2968...c4e5a8,1000,0.000775,152342326.0
0x165d...051dbd,37747207,"Sep 06, 2020  16:33:29  /  UTC+9",0x165d...051dbd,0x2968...c4e5a8,4768,0.000775,152347095.0
0x194c...1f6930,37747533,"Sep 06, 2020  16:38:55  /  UTC+9",0x194c...1f6930,0x2968...c4e5a8,1582,0.000775,152348647.0
0x80c7...98b127,37747532,"Sep 06, 2020  16:38:54  /  UTC+9",0x80c7...98b127,0x2968...c4e5a8,-31,0.000775,152348647.0
0x6f2d...06b60d,37747854,"Sep 06, 2020  16:44:16  /  UTC+9",0x6f2d...06b60d,0x2968...c4e5a8,-25916,0.000775,152322730.0
0x4c29...98475b,37748562,"Sep 06, 2020  16:56:04  /  UTC+9",0x4c29...98475b,0x2968...c4e5a8,7000,0.000775,152329730.0
0x411a...71df9f,37748630,"Sep 06, 2020  16:57:12  /  UTC+9",0x411a...71df9f,0x2968...c4e5a8,31,0.000775,152329762.0
0xddfa...9390da,37749340,"Sep 06, 2020  17:09:02  /  UTC+9",0xddfa...9390da,0x2968...c4e5a8,4763,0.000775,152334525.0
0x6f5f...768aa6,37749937,"Sep 06, 2020  17:18:59  /  UTC+9",0x6f5f...768aa6,0x2968...c4e5a8,-19284,0.000775,152315240.0
0xaaca...98fc5b,37750809,"Sep 06, 2020  17:33:31  /  UTC+9",0xaaca...98fc5b,0x2968...c4e5a8,4290,0.000775,152319531.0
0x6a52...cdc38e,37750890,"Sep 06, 2020  17:34:52  /  UTC+9",0x6a52...cdc38e,0x2968...c4e5a8,-70000,0.000775,152249531.0
0xac9c...c4f18a,37751520,"Sep 06, 2020  17:45:22  /  UTC+9",0xac9c...c4f18a,0x2968...c4e5a8,20000,0.000775,152269531.0
0x01b9...b63f41,37753437,"Sep 06, 2020  18:17:19  /  UTC+9",0x01b9...b63f41,0x2968...c4e5a8,100,0.000775,152269631.0
0x16fb...7b210a,37754588,"Sep 06, 2020  18:36:30  /  UTC+9",0x16fb...7b210a,0x2968...c4e5a8,101,0.000775,152269733.0
0x6eee...46f516,37755038,"Sep 06, 2020  18:44:00  /  UTC+9",0x6eee...46f516,0x2968...c4e5a8,5434,0.000775,152275168.0
0x57d0...df7da9,37755623,"Sep 06, 2020  18:53:45  /  UTC+9",0x57d0...df7da9,0x2968...c4e5a8,50000,0.000775,152325218.0
0x121d...0de484,37755552,"Sep 06, 2020  18:52:34  /  UTC+9",0x121d...0de484,0x2968...c4e5a8,50,0.000775,152325218.0
0xd592...a8e219,37755818,"Sep 06, 2020  18:57:00  /  UTC+9",0xd592...a8e219,0x2968...c4e5a8,2000,0.000775,152327218.0
0x5fb2...67a5f8,37756273,"Sep 06, 2020  19:04:35  /  UTC+9",0x5fb2...67a5f8,0x2968...c4e5a8,50,0.000775,152327268.0
0x3f8e...30dbb8,37757233,"Sep 06, 2020  19:20:35  /  UTC+9",0x3f8e...30dbb8,0x2968...c4e5a8,10,0.000775,152327278.0
0x69a0...fd63c0,37757492,"Sep 06, 2020  19:24:54  /  UTC+9",0x69a0...fd63c0,0x2968...c4e5a8,4512,0.000775,152331790.0
0x1721...415a98,37757690,"Sep 06, 2020  19:28:12  /  UTC+9",0x1721...415a98,0x2968...c4e5a8,500,0.000775,152332084.0
0x592d...a5924e,37757661,"Sep 06, 2020  19:27:43  /  UTC+9",0x592d...a5924e,0x2968...c4e5a8,-205,0.000775,152332084.0
0xe61c...b97d61,37758077,"Sep 06, 2020  19:34:39  /  UTC+9",0xe61c...b97d61,0x2968...c4e5a8,50,0.000775,152332134.0
0x54c3...dc5248,37758725,"Sep 06, 2020  19:45:27  /  UTC+9",0x54c3...dc5248,0x2968...c4e5a8,150000,0.000775,152483489.0
0x7cd3...0031e0,37758720,"Sep 06, 2020  19:45:22  /  UTC+9",0x7cd3...0031e0,0x2968...c4e5a8,1355,0.000775,152483489.0
0x6d01...3d07ac,37758791,"Sep 06, 2020  19:46:33  /  UTC+9",0x6d01...3d07ac,0x2968...c4e5a8,56550,0.000775,152540040.0
0xed07...d32a1d,37758925,"Sep 06, 2020  19:48:47  /  UTC+9",0xed07...d32a1d,0x2968...c4e5a8,50,0.000775,152540090.0
0x47fe...1add7a,37759633,"Sep 06, 2020  20:00:35  /  UTC+9",0x47fe...1add7a,0x2968...c4e5a8,7682,0.000775,152547772.0
0xfd30...1a7c7b,37760088,"Sep 06, 2020  20:08:10  /  UTC+9",0xfd30...1a7c7b,0x2968...c4e5a8,4500,0.000775,152552272.0
0x45ec...4e3c88,37760185,"Sep 06, 2020  20:09:47  /  UTC+9",0x45ec...4e3c88,0x2968...c4e5a8,0,0.001711...,152552272.0
0xb9e1...a6a573,37760287,"Sep 06, 2020  20:11:29  /  UTC+9",0xb9e1...a6a573,0x2968...c4e5a8,1499,0.000775,152553771.0
0x763c...0b0abf,37760507,"Sep 06, 2020  20:15:09  /  UTC+9",0x763c...0b0abf,0x2968...c4e5a8,-2739,0.000775,152551032.0
0xeb1d...6eb34e,37760610,"Sep 06, 2020  20:16:52  /  UTC+9",0xeb1d...6eb34e,0x2968...c4e5a8,2739,0.000775,152553771.0
0xda8d...b311ed,37760960,"Sep 06, 2020  20:22:42  /  UTC+9",0xda8d...b311ed,0x2968...c4e5a8,0,0.001660...,152554078.0
0xa288...3866dc,37760935,"Sep 06, 2020  20:22:17  /  UTC+9",0xa288...3866dc,0x2968...c4e5a8,307,0.000775,152554078.0
0x66e0...4c6325,37761069,"Sep 06, 2020  20:24:31  /  UTC+9",0x66e0...4c6325,0x2968...c4e5a8,1499,0.000775,152555578.0
0xffd3...16a208,37761412,"Sep 06, 2020  20:30:14  /  UTC+9",0xffd3...16a208,0x2968...c4e5a8,-1000,0.000775,152554578.0
0x9661...2a967f,37761615,"Sep 06, 2020  20:33:37  /  UTC+9",0x9661...2a967f,0x2968...c4e5a8,-495,0.000775,152554083.0
0x6b90...e1cdf1,37761718,"Sep 06, 2020  20:35:20  /  UTC+9",0x6b90...e1cdf1,0x2968...c4e5a8,521,0.000775,152554604.0
0xad81...2322ad,37761955,"Sep 06, 2020  20:39:17  /  UTC+9",0xad81...2322ad,0x2968...c4e5a8,0,0.001677...,152552104.0
0xd36c...099c30,37761876,"Sep 06, 2020  20:37:58  /  UTC+9",0xd36c...099c30,0x2968...c4e5a8,-2500,0.000775,152552104.0
0x89f7...c0a8b9,37762107,"Sep 06, 2020  20:41:49  /  UTC+9",0x89f7...c0a8b9,0x2968...c4e5a8,0,0.000775,152552104.0
0x446f...1584a7,37762221,"Sep 06, 2020  20:43:43  /  UTC+9",0x446f...1584a7,0x2968...c4e5a8,-10000,0.000775,152542104.0
0x4015...8364cf,37763427,"Sep 06, 2020  21:03:49  /  UTC+9",0x4015...8364cf,0x2968...c4e5a8,-894,0.000775,152541209.0
0xbfc5...4d7491,37763567,"Sep 06, 2020  21:06:09  /  UTC+9",0xbfc5...4d7491,0x2968...c4e5a8,-60000,0.000775,152481209.0
0x2af8...18573f,37763774,"Sep 06, 2020  21:09:36  /  UTC+9",0x2af8...18573f,0x2968...c4e5a8,260,0.000775,152481469.0
0x7e62...9e6efe,37764096,"Sep 06, 2020  21:14:58  /  UTC+9",0x7e62...9e6efe,0x2968...c4e5a8,5002,0.000775,152486471.0
0x5976...c5c70c,37764392,"Sep 06, 2020  21:19:54  /  UTC+9",0x5976...c5c70c,0x2968...c4e5a8,-70000,0.000775,152416471.0
0x1ab4...59ea3d,37764944,"Sep 06, 2020  21:29:06  /  UTC+9",0x1ab4...59ea3d,0x2968...c4e5a8,479,0.000775,152448120.0
0x9083...70e76f,37764940,"Sep 06, 2020  21:29:02  /  UTC+9",0x9083...70e76f,0x2968...c4e5a8,1169,0.000775,152448120.0
0xf208...2e3155,37764867,"Sep 06, 2020  21:27:49  /  UTC+9",0xf208...2e3155,0x2968...c4e5a8,30000,0.000775,152448120.0
0xb37a...1a9bae,37765037,"Sep 06, 2020  21:30:39  /  UTC+9",0xb37a...1a9bae,0x2968...c4e5a8,-1291,0.000775,152446829.0
0xf640...6e109e,37765139,"Sep 06, 2020  21:32:21  /  UTC+9",0xf640...6e109e,0x2968...c4e5a8,99,0.000775,152446928.0
0x7a82...374924,37765343,"Sep 06, 2020  21:35:45  /  UTC+9",0x7a82...374924,0x2968...c4e5a8,3159,0.000775,152451087.0
0x4cbd...242017,37765272,"Sep 06, 2020  21:34:34  /  UTC+9",0x4cbd...242017,0x2968...c4e5a8,1000,0.000775,152451087.0
0x335d...e1b77d,37765676,"Sep 06, 2020  21:41:18  /  UTC+9",0x335d...e1b77d,0x2968...c4e5a8,0,0.001836...,152511087.0
0x26e8...214007,37765604,"Sep 06, 2020  21:40:06  /  UTC+9",0x26e8...214007,0x2968...c4e5a8,60000,0.000775,152511087.0
0x9d38...ef50d4,37765937,"Sep 06, 2020  21:45:39  /  UTC+9",0x9d38...ef50d4,0x2968...c4e5a8,-8433,0.000775,152502654.0
0xc367...ee6cac,37766077,"Sep 06, 2020  21:47:59  /  UTC+9",0xc367...ee6cac,0x2968...c4e5a8,-25916,0.000775,152476737.0
0xd4a8...d283c2,37766388,"Sep 06, 2020  21:53:10  /  UTC+9",0xd4a8...d283c2,0x2968...c4e5a8,4147,0.000775,152476741.0
0x2032...79533d,37766279,"Sep 06, 2020  21:51:21  /  UTC+9",0x2032...79533d,0x2968...c4e5a8,-4147,0.000775,152476741.0
0x39ae...72ba17,37766254,"Sep 06, 2020  21:50:56  /  UTC+9",0x39ae...72ba17,0x2968...c4e5a8,4,0.000775,152476741.0
0x4b44...ffb18a,37766964,"Sep 06, 2020  22:02:46  /  UTC+9",0x4b44...ffb18a,0x2968...c4e5a8,30,0.000775,152476771.0
0xdb17...ace07a,37767418,"Sep 06, 2020  22:10:20  /  UTC+9",0xdb17...ace07a,0x2968...c4e5a8,856,0.000775,152477627.0
0xeadf...064ab5,37767740,"Sep 06, 2020  22:15:42  /  UTC+9",0xeadf...064ab5,0x2968...c4e5a8,-10,0.000775,152477617.0
0xc84a...b1feef,37767874,"Sep 06, 2020  22:17:56  /  UTC+9",0xc84a...b1feef,0x2968...c4e5a8,-7425,0.000775,152470191.0
0x2092...660f6d,37768064,"Sep 06, 2020  22:21:06  /  UTC+9",0x2092...660f6d,0x2968...c4e5a8,11,0.000775,152470203.0
0x1187...290802,37768385,"Sep 06, 2020  22:26:27  /  UTC+9",0x1187...290802,0x2968...c4e5a8,22524,0.000775,152492728.0
0xd4a1...51004f,37768786,"Sep 06, 2020  22:33:08  /  UTC+9",0xd4a1...51004f,0x2968...c4e5a8,10,0.000775,152533491.0
0x6396...6ea6ce,37768642,"Sep 06, 2020  22:30:44  /  UTC+9",0x6396...6ea6ce,0x2968...c4e5a8,-29,0.000775,152533491.0
0xe25f...c52009,37768524,"Sep 06, 2020  22:28:46  /  UTC+9",0xe25f...c52009,0x2968...c4e5a8,782,0.000775,152533491.0
0x4a62...19f262,37768519,"Sep 06, 2020  22:28:41  /  UTC+9",0x4a62...19f262,0x2968...c4e5a8,40000,0.000775,152533491.0
0xb145...73c46f,37769221,"Sep 06, 2020  22:40:23  /  UTC+9",0xb145...73c46f,0x2968...c4e5a8,-936,0.000775,152532555.0
0x5403...1b8d8e,37769552,"Sep 06, 2020  22:45:54  /  UTC+9",0x5403...1b8d8e,0x2968...c4e5a8,0,0.001677...,152532555.0
0x122e...8c1937,37769941,"Sep 06, 2020  22:52:23  /  UTC+9",0x122e...8c1937,0x2968...c4e5a8,6975,0.000775,152539530.0
0x072f...d3bbc9,37770004,"Sep 06, 2020  22:53:26  /  UTC+9",0x072f...d3bbc9,0x2968...c4e5a8,-1277,0.000775,152538253.0
0x1b8d...791a55,37770404,"Sep 06, 2020  23:00:06  /  UTC+9",0x1b8d...791a55,0x2968...c4e5a8,-2,0.000775,152538235.0
0x1504...88f676,37770392,"Sep 06, 2020  22:59:54  /  UTC+9",0x1504...88f676,0x2968...c4e5a8,-15,0.000775,152538235.0
0xc198...43a31f,37771239,"Sep 06, 2020  23:14:01  /  UTC+9",0xc198...43a31f,0x2968...c4e5a8,-34851,0.000775,152503384.0
0x68e8...42c882,37772061,"Sep 06, 2020  23:27:43  /  UTC+9",0x68e8...42c882,0x2968...c4e5a8,-283,0.000775,152503100.0
0x9bb5...054b8f,37772449,"Sep 06, 2020  23:34:11  /  UTC+9",0x9bb5...054b8f,0x2968...c4e5a8,0,0.001836...,152503150.0
0xb860...3022fb,37772375,"Sep 06, 2020  23:32:57  /  UTC+9",0xb860...3022fb,0x2968...c4e5a8,50,0.000775,152503150.0
0xf34b...f38d28,37772830,"Sep 06, 2020  23:40:32  /  UTC+9",0xf34b...f38d28,0x2968...c4e5a8,148920,0.000775,152649296.0
0x71fd...1abbcd,37772712,"Sep 06, 2020  23:38:34  /  UTC+9",0x71fd...1abbcd,0x2968...c4e5a8,-2774,0.000775,152649296.0
0xeae0...cdd4a5,37774014,"Sep 07, 2020  00:00:16  /  UTC+9",0xeae0...cdd4a5,0x2968...c4e5a8,-2148,0.000775,152647197.0
0x98a7...71f9b8,37773920,"Sep 06, 2020  23:58:42  /  UTC+9",0x98a7...71f9b8,0x2968...c4e5a8,50,0.000775,152647197.0
0xd352...15c96a,37775033,"Sep 07, 2020  00:17:15  /  UTC+9",0xd352...15c96a,0x2968...c4e5a8,-1,0.000775,152647196.0
0xbaac...e89863,37775866,"Sep 07, 2020  00:31:08  /  UTC+9",0xbaac...e89863,0x2968...c4e5a8,-3722,0.000775,152643474.0
0x4c71...f5dbe2,37777502,"Sep 07, 2020  00:58:24  /  UTC+9",0x4c71...f5dbe2,0x2968...c4e5a8,-17,0.000775,152643457.0
0xa63a...358174,37779146,"Sep 07, 2020  01:25:48  /  UTC+9",0xa63a...358174,0x2968...c4e5a8,-40000,0.000775,152603457.0
0xe092...ab9e2a,37784206,"Sep 07, 2020  02:50:40  /  UTC+9",0xe092...ab9e2a,0x2968...c4e5a8,-2000,0.000775,152601457.0
0x9a04...8f19af,37784346,"Sep 07, 2020  02:53:00  /  UTC+9",0x9a04...8f19af,0x2968...c4e5a8,-7149,0.000775,152594307.0
0x44eb...05e7ae,37786963,"Sep 07, 2020  03:36:37  /  UTC+9",0x44eb...05e7ae,0x2968...c4e5a8,50,0.000775,152594357.0
0x3af4...24cd60,37787421,"Sep 07, 2020  03:44:15  /  UTC+9",0x3af4...24cd60,0x2968...c4e5a8,-2000,0.000775,152592357.0
0xee46...378086,37795828,"Sep 07, 2020  06:04:22  /  UTC+9",0xee46...378086,0x2968...c4e5a8,-6266,0.000775,152586090.0
0xba73...b4bce1,37797280,"Sep 07, 2020  06:28:34  /  UTC+9",0xba73...b4bce1,0x2968...c4e5a8,-25916,0.000775,152560173.0
0x071a...cdd3e7,37797607,"Sep 07, 2020  06:34:01  /  UTC+9",0x071a...cdd3e7,0x2968...c4e5a8,-10000,0.000775,152550173.0
0x6a83...33c9d2,37798680,"Sep 07, 2020  06:51:54  /  UTC+9",0x6a83...33c9d2,0x2968...c4e5a8,3995,0.000775,152554168.0
0x2e30...8a1ca5,37799690,"Sep 07, 2020  07:08:44  /  UTC+9",0x2e30...8a1ca5,0x2968...c4e5a8,-25916,0.000775,152528251.0
0x69ec...569bf3,37799890,"Sep 07, 2020  07:12:04  /  UTC+9",0x69ec...569bf3,0x2968...c4e5a8,-100000,0.000775,152428251.0
0xb827...089ba6,37800089,"Sep 07, 2020  07:15:23  /  UTC+9",0xb827...089ba6,0x2968...c4e5a8,15000,0.000775,152443251.0
0x03b7...9ee30d,37801789,"Sep 07, 2020  07:43:43  /  UTC+9",0x03b7...9ee30d,0x2968...c4e5a8,-10000,0.000775,152433251.0
0x6e44...e3e322,37802683,"Sep 07, 2020  07:58:37  /  UTC+9",0x6e44...e3e322,0x2968...c4e5a8,-5,0.000775,152433246.0
0x7488...2b5be7,37803083,"Sep 07, 2020  08:05:17  /  UTC+9",0x7488...2b5be7,0x2968...c4e5a8,4,0.000775,152433250.0
0x9027...309176,37803598,"Sep 07, 2020  08:13:52  /  UTC+9",0x9027...309176,0x2968...c4e5a8,15000,0.000775,152448250.0
0x9fdd...f22096,37803637,"Sep 07, 2020  08:14:31  /  UTC+9",0x9fdd...f22096,0x2968...c4e5a8,-25916,0.000775,152422334.0
0x9b2f...fde49c,37804335,"Sep 07, 2020  08:26:09  /  UTC+9",0x9b2f...fde49c,0x2968...c4e5a8,-25916,0.000775,152396417.0
0xcdc3...7bc6b1,37804475,"Sep 07, 2020  08:28:29  /  UTC+9",0xcdc3...7bc6b1,0x2968...c4e5a8,0,0.001461...,152396417.0
0xe478...845d42,37805184,"Sep 07, 2020  08:40:18  /  UTC+9",0xe478...845d42,0x2968...c4e5a8,-4883,0.000775,152391533.0
0x42fd...3d51eb,37805780,"Sep 07, 2020  08:50:14  /  UTC+9",0x42fd...3d51eb,0x2968...c4e5a8,15100,0.000775,152406633.0
0x9257...b8f94e,37806503,"Sep 07, 2020  09:02:25  /  UTC+9",0x9257...b8f94e,0x2968...c4e5a8,-22058,0.000775,152384574.0
0x0dd4...1f197e,37806648,"Sep 07, 2020  09:04:50  /  UTC+9",0x0dd4...1f197e,0x2968...c4e5a8,-6221,0.000775,152353478.0
0x05c8...43f6c4,37806636,"Sep 07, 2020  09:04:38  /  UTC+9",0x05c8...43f6c4,0x2968...c4e5a8,-24874,0.000775,152353478.0
0x612e...af4eba,37807167,"Sep 07, 2020  09:13:29  /  UTC+9",0x612e...af4eba,0x2968...c4e5a8,-16000,0.000775,152337478.0
0x76d4...ee8f69,37807183,"Sep 07, 2020  09:13:45  /  UTC+9",0x76d4...ee8f69,0x2968...c4e5a8,21800,0.000775,152358278.0
0x1f12...24fcf2,37807180,"Sep 07, 2020  09:13:42  /  UTC+9",0x1f12...24fcf2,0x2968...c4e5a8,-1000,0.000775,152358278.0
0x0e72...1f809a,37807511,"Sep 07, 2020  09:19:13  /  UTC+9",0x0e72...1f809a,0x2968...c4e5a8,-2188,0.000775,152356090.0
0x6b37...e1d3ea,37807725,"Sep 07, 2020  09:22:47  /  UTC+9",0x6b37...e1d3ea,0x2968...c4e5a8,-100,0.000775,152355865.0
0x5d2d...175942,37807712,"Sep 07, 2020  09:22:34  /  UTC+9",0x5d2d...175942,0x2968...c4e5a8,-125,0.000775,152355865.0
0x8501...8a8c14,37807862,"Sep 07, 2020  09:25:04  /  UTC+9",0x8501...8a8c14,0x2968...c4e5a8,-6221,0.000775,152349643.0
0x8631...cb004c,37807941,"Sep 07, 2020  09:26:23  /  UTC+9",0x8631...cb004c,0x2968...c4e5a8,-24784,0.000775,152324858.0
0x3e0e...1fa6b3,37808077,"Sep 07, 2020  09:28:39  /  UTC+9",0x3e0e...1fa6b3,0x2968...c4e5a8,-1436,0.000775,152323422.0
0x9e3c...257739,37809177,"Sep 07, 2020  09:46:59  /  UTC+9",0x9e3c...257739,0x2968...c4e5a8,19399,0.000775,152342822.0
0x0bf5...258ff4,37809418,"Sep 07, 2020  09:51:00  /  UTC+9",0x0bf5...258ff4,0x2968...c4e5a8,-11978,0.000775,152331512.0
0xee9c...c4fcd7,37809374,"Sep 07, 2020  09:50:16  /  UTC+9",0xee9c...c4fcd7,0x2968...c4e5a8,668,0.000775,152331512.0
0xb202...78a622,37809806,"Sep 07, 2020  09:57:28  /  UTC+9",0xb202...78a622,0x2968...c4e5a8,-24884,0.000775,152306677.0
0x6118...56f9e1,37809763,"Sep 07, 2020  09:56:45  /  UTC+9",0x6118...56f9e1,0x2968...c4e5a8,49,0.000775,152306677.0
0x68b6...87935e,37810225,"Sep 07, 2020  10:04:27  /  UTC+9",0x68b6...87935e,0x2968...c4e5a8,140000,0.000775,152446677.0
0x91f5...a16e2b,37810294,"Sep 07, 2020  10:05:36  /  UTC+9",0x91f5...a16e2b,0x2968...c4e5a8,19000,0.000775,152465677.0
0x18f5...9e3fe5,37810453,"Sep 07, 2020  10:08:15  /  UTC+9",0x18f5...9e3fe5,0x2968...c4e5a8,-340,0.000775,152465337.0
0x0dbb...2ae84c,37810562,"Sep 07, 2020  10:10:04  /  UTC+9",0x0dbb...2ae84c,0x2968...c4e5a8,340,0.000775,152465777.0
0xba6b...bcd8fb,37810556,"Sep 07, 2020  10:09:58  /  UTC+9",0xba6b...bcd8fb,0x2968...c4e5a8,100,0.000775,152465777.0
0x0fb1...ebfc87,37810697,"Sep 07, 2020  10:12:19  /  UTC+9",0x0fb1...ebfc87,0x2968...c4e5a8,16550,0.000775,152482327.0
